Name,Year,Type,Notable Commanders,Warships_sunk_n_total_loss_No,Warships_sunk_n_total_loss_Tons-n-GRT,Warships_Damaged_No,Warships_Damaged_Tons-n-GRT,Merchant_Ships_sunk_No,Merchant_Ships_sunk_GRT,Merchant_Ships_damaged_No,Merchant_Ships_damaged_GRT,Merchant_Ships_total_loss_No,Merchant_Ships_total_loss_GRT,Fate_Event,Fate_Date,Notes,URL,Commissioned,Patrols,Wolfpacks,Flotilla
U-263,1942,VIIC,,0,0,0,0,2,"12,376",0,0,0,0,Sunk,20 January 1944,Diving accident,https://en.wikipedia.org/wiki/German_submarine_U-263,1942-05-06,2,,"{'8th U-boat Flotilla': ['6 May ', ' 31 October 1942'], '1st U-boat Flotilla': ['1 November 1942 ', ' 20 January 1944']}"
U-264,1942,VIIC,,0,0,0,0,3,"16,843",0,0,0,0,Sunk,19 February 1944,HMS Woodpecker & HMS Starling,https://en.wikipedia.org/wiki/German_submarine_U-264,1942-05-22,5,"{'Kreuzotter': ['15', '20 November 1942'], 'Delphin': ['23 January', '9 February 1943'], 'Rochen': ['9', '20 February 1943'], 'Without name': ['15', '18 April 1943'], 'Specht': ['19 April', '4 May 1943'], 'Fink': ['4', '6 May 1943'], 'Naab': ['12', '15 May 1943'], 'Donau 2': ['15', '19 May 1943'], 'Mosel': ['19', '23 May 1943'], 'Igel 2': ['15', '17 February 1944'], 'Hai 1': ['17', '19 February 1944']}","{'8th U-boat Flotilla': ['22 May ', ' 31 October 1942'], '6th U-boat Flotilla': ['1 November 1942 ', ' 19 February 1944']}"
U-265,1942,VIIC,,0,0,0,0,0,0,0,0,0,0,Sunk,3 February 1943,RAF Fortress,https://en.wikipedia.org/wiki/German_submarine_U-265,1942-06-06,1,,"{'8th U-boat Flotilla': ['6 June 1942 ', ' 31 January 1943'], '7th U-boat Flotilla': ['1 ', ' 3 February 1943']}"
U-266,1942,VIIC,,0,0,0,0,4,"16,089",0,0,0,0,Sunk,15 May 1943,RAF Halifax,https://en.wikipedia.org/wiki/German_submarine_U-266,1942-06-24,2,"{'Jaguar': ['10', '27 January 1943'], 'Pfeil': ['4', '9 February 1943'], 'Amsel': ['22 April', '3 May 1943'], 'Amsel 2': ['3', '6 May 1943'], 'Elbe': ['7 May 1943']}","{'8th U-boat Flotilla': ['24 June ', ' 31 December 1942'], '7th U-boat Flotilla': ['1 January 1942 ', ' 15 May 1943']}"
U-267,1942,VIIC,,0,0,0,0,0,0,0,0,0,0,Scuttled,5 May 1945,,https://en.wikipedia.org/wiki/German_submarine_U-267,1942-07-11,7,,"{'8th U-boat Flotilla': ['11 July 1942 ', ' 31 January 1943'], '7th U-boat Flotilla': ['1 February 1943 ', ' 6 July 1944'], '33rd U-boat Flotilla': ['23 September 1944 ', ' 5 May 1945']}"
U-268,1942,VIIC,,3,873,0,0,1,"14,547",0,0,0,0,Sunk,19 February 1943,RAF Wellington,https://en.wikipedia.org/wiki/German_submarine_U-268,1942-07-29,1,"{'Habicht\xa0[de]': ['10', '15 January 1943'], 'Falke': ['15', '19 January 1943'], 'Haudegen': ['9', '10 February 1943'], 'Nordsturm': ['2', '9 February 1943']}","{'8th U-boat Flotilla': ['29 July 1942 ', ' 31 January 1943'], '1st U-boat Flotilla': ['1 ', ' 19 February 1943']}"
U-269,1942,VIIC,,0,0,0,0,0,0,0,0,0,0,Sunk,25 June 1944,HMS Bickerton,https://en.wikipedia.org/wiki/German_submarine_U-269,1942-08-19,5,"{'Eisbär': ['27 March', '15 April 1943'], 'Coronel': ['4 December 1943'], 'Dragoner': ['22', '28 May 1944']}","{'8th U-boat Flotilla': ['19 August 1942 ', ' 31 March 1943'], '11th U-boat Flotilla': ['1 April ', ' 31 October 1943'], '6th U-boat Flotilla': ['1 November 1943 ', ' 25 June 1944']}"
U-270,1942,VIIC,,1,"1,370",0,0,0,0,0,0,0,0,Sunk,13 August 1944,RAAF Sunderland,https://en.wikipedia.org/wiki/German_submarine_U-270,1942-09-05,6,"{'Löwenherz': ['4', '10 April 1943'], 'Lerche': ['10', '16 April 1943'], 'Specht': ['21 April', '4 May 1943'], 'Fink': ['4', '5 May 1943'], 'Leuthen': ['15', '23 September 1943'], 'Borkum': ['18 December 1943', '3 January 1944'], 'Borkum 1': ['3', '6 January 1944']}","{'8th U-boat Flotilla': ['5 September 1942 ', ' 31 March 1943'], '6th U-boat Flotilla': ['1 April 1943 ', ' 13 August 1944']}"
U-271,1942,VIIC,,0,0,0,0,0,0,0,0,0,0,Sunk,28 January 1944,US Liberator,https://en.wikipedia.org/wiki/German_submarine_U-271,1942-09-23,3,"{'Rügen': ['21', '26 January 1944'], 'Hinein': ['26', '28 January 1944']}","{'8th U-boat Flotilla': ['23 September 1942 ', ' 31 May 1943'], '1st U-boat Flotilla': ['1 June 1943 ', ' 28 January 1944']}"
U-272,1942,VIIC,,0,0,0,0,0,0,0,0,0,0,Sunk,12 November 1942,Collision accident,https://en.wikipedia.org/wiki/German_submarine_U-272,1942-10-07,0,,"{'8th U-boat Flotilla': ['7 October ', ' 12 November 1942']}"
U-273,1942,VIIC,,0,0,0,0,0,0,0,0,0,0,Sunk,19 May 1943,RAF Hudson,https://en.wikipedia.org/wiki/German_submarine_U-273,1942-10-21,1,,"{'8th U-boat Flotilla': ['21 October 1942 ', ' 30 April 1943'], '9th U-boat Flotilla': ['1 ', ' 19 May 1943']}"
U-274,1942,VIIC,,0,0,0,0,0,0,0,0,0,0,Sunk,23 October 1943,"HMS Duncan , HMS Vidette & RAF Liberator",https://en.wikipedia.org/wiki/German_submarine_U-274,1942-11-07,2,,"{'8th U-boat Flotilla': ['7 November 1942 ', ' 31 July 1943'], '7th U-boat Flotilla': ['1 August ', ' 23 October 1943']}"
U-275,1942,VIIC,,1,"1,090",0,0,1,"4,934",0,0,0,0,Sunk,10 March 1945,Struck a mine,https://en.wikipedia.org/wiki/German_submarine_U-275,1942-11-25,9,"{'Leuthen': ['15', '24 September 1943'], 'Rossbach': ['24 September', '9 October 1943'], 'Borkum': ['18 December 1943', '3 January 1944'], 'Dragoner': ['21', '22 May 1944']}","{'8th U-boat Flotilla': ['25 November 1942 ', ' 31 May 1943'], '3rd U-boat Flotilla': ['1 June 1943 ', ' 30 September 1944'], '11th U-boat Flotilla': ['1 October 1944 ', ' 10 March 1945']}"
U-276,1942,VIIC,,0,0,0,0,0,0,0,0,0,0,Sunk,3 May 1945,Air-to-ground rocket damage,https://en.wikipedia.org/wiki/German_submarine_U-276,1942-12-09,3,,"{'8th U-boat Flotilla': ['9 December 1942 ', ' 29 February 1944'], '1st U-boat Flotilla': ['1 March ', ' 1 July 1944'], '31st U-boat Flotilla': ['1 July ', ' 29 September 1944']}"
U-277,1942,VIIC,,0,0,0,0,0,0,0,0,0,0,Sunk,1 May 1944,RN Swordfish,https://en.wikipedia.org/wiki/German_submarine_U-277,1942-12-21,6,"{'Monsun': ['17', '23 November 1943'], 'Eisenbart': ['23 November', '21 December 1943'], 'Blitz': ['25 March', '4 April 1944'], 'Donner': ['11', '20 April 1944'], 'Donner & Keil': ['20 April', '1 May 1944']}","{'8th U-boat Flotilla': ['21 December 1942 ', ' 31 May 1943'], '6th U-boat Flotilla': ['1 June ', ' 31 October 1943'], '13th U-boat Flotilla': ['1 November 1943 ', ' 1 May 1944']}"
U-278,1942,VIIC,,1,"1,810",0,0,1,"7,177",0,0,0,0,Surrendered,9 May 1945,,https://en.wikipedia.org/wiki/German_submarine_U-278,1943-01-16,7,,"{'8th U-boat Flotilla': ['16 January ', ' 30 September 1943'], '7th U-boat Flotilla': ['1 October ', ' 31 December 1943'], '11th U-boat Flotilla': ['1 January ', ' 31 August 1944'], '13th U-boat Flotilla': ['1 September 1944 ', ' 8 May 1945']}"
U-279,1942,VIIC,,0,0,0,0,0,0,0,0,0,0,Sunk,4 October 1943,USAAF Ventura,https://en.wikipedia.org/wiki/German_submarine_U-279,1943-02-03,1,"{'Rossbach': ['24 September', '4 October 1943']}","{'8th U-boat Flotilla': ['3 February ', ' 31 July 1943'], '9th U-boat Flotilla': ['1 August ', ' 4 October 1943']}"
U-280,1943,VIIC,,0,0,0,0,0,0,0,0,0,0,Sunk,16 November 1943,RAF Liberator,https://en.wikipedia.org/wiki/German_submarine_U-280,1943-02-13,1,"{'Körner': ['30 October', '2 November 1943'], 'Tirpitz 3': ['2', '8 November 1943'], 'Eisenhart 3': ['9', '15 November 1943']}","{'8th U-boat Flotilla': ['13 February ', ' 31 July 1943'], '3rd U-boat Flotilla': ['1 August ', ' 16 November 1943']}"
U-281,1943,VIIC,,0,0,0,0,0,0,0,0,0,0,Surrendered,9 May 1945,Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-281,1943-02-27,4,"{'Schlieffen': ['16', '22 October 1943'], 'Siegfried': ['22', '27 October 1943'], 'Siegfried 2': ['27', '30 October 1943'], 'Körner': ['30 October', '2 November 1943'], 'Tirpitz 3': ['2', '8 November 1943'], 'Eisenhart 9': ['9', '11 November 1943'], 'Rügen': ['14', '26 January 1944'], 'Hinein': ['26 January', '3 February 1944'], 'Igel 2': ['3', '17 February 1944'], 'Hai 2': ['17', '22 February 1944'], 'Preussen': ['22', '23 February 1944']}","{'8th U-boat Flotilla': ['27 February ', ' 31 July 1943'], '7th U-boat Flotilla': ['1 August ', ' 9 November 1944'], '33rd U-boat Flotilla': ['10 November 1944 ', ' 8 May 1945']}"
U-282,1943,VIIC,,0,0,0,0,0,0,0,0,0,0,Sunk,29 October 1943,"HMS Duncan , HMS Vidette & HMS Sunflower",https://en.wikipedia.org/wiki/German_submarine_U-282,1943-03-13,1,,"{'8th U-boat Flotilla': ['13 March ', ' 30 September 1943'], '9th U-boat Flotilla': ['1 ', ' 29 October 1943']}"
U-283,1943,VIIC,,0,0,0,0,0,0,0,0,0,0,Sunk,11 February 1944,RCAF Wellington,https://en.wikipedia.org/wiki/German_submarine_U-283,1943-03-31,1,"{'Stürmer': ['27 January', '3 February 1944'], 'Igel 1': ['3', '11 February 1944']}","{'8th U-boat Flotilla': ['31 March 1943 ', ' 31 January 1944'], '9th U-boat Flotilla': ['1 ', ' 11 February 1944']}"
U-284,1943,VIIC,,0,0,0,0,0,0,0,0,0,0,Scuttled,21 December 1943,Sea damage,https://en.wikipedia.org/wiki/German_submarine_U-284,1943-04-14,1,,"{'8th U-boat Flotilla': ['14 April ', ' 31 October 1943'], '9th U-boat Flotilla': ['1 November ', ' 21 December 1943']}"
U-285,1943,VIIC,,0,0,0,0,0,0,0,0,0,0,Sunk,15 April 1945,HMS Grindall & HMS Keats,https://en.wikipedia.org/wiki/German_submarine_U-285,1943-05-15,3,,"{'8th U-boat Flotilla': ['15 May 1943 ', ' 31 July 1944'], '7th U-boat Flotilla': ['1 August ', ' 30 September 1944'], '11th U-boat Flotilla': ['1 October 1944 ', ' 15 April 1945']}"
U-286,1943,VIIC,,1,"1,150",0,0,0,0,0,0,0,0,Sunk,29 April 1945,"HMS Loch Insh, HMS Anguilla and HMS Cotton",https://en.wikipedia.org/wiki/German_submarine_U-286,1943-06-05,4,"{'Stier': ['28 November 1944', '3 January 1945'], 'Rasmus': ['6', '13 February 1945'], 'Faust': ['16', '29 April 1945']}","{'8th U-boat Flotilla': ['5 June 1943 ', ' 31 July 1944'], '11th U-boat Flotilla': ['1 March ', ' 29 April 1945'], '13th U-boat Flotilla': ['5 November 1944 ', ' 28 February 1945']}"
U-287,1943,VIIC,,0,0,0,0,0,0,0,0,0,0,Sunk,16 May 1945,Struck a mine,https://en.wikipedia.org/wiki/German_submarine_U-287,1943-09-22,1,,"{'24th U-boat Flotilla': ['22 September 1943 ', ' 28 February 1945'], '31st U-boat Flotilla': ['1 March ', ' 8 May 1945']}"
U-288,1943,VIIC,,0,0,0,0,0,0,0,0,0,0,Sunk,3 April 1944,RN Fairey Swordfish & Martlet aircraft,https://en.wikipedia.org/wiki/German_submarine_U-288,1943-06-26,2,"{'Boreas': ['2', '5 March 1944'], 'Orkan': ['5', '10 March 1944'], 'Blitz': ['24', '30 March 1944'], 'Hammer': ['30 March', '3 April 1944']}","{'8th U-boat Flotilla': ['26 June 1943 ', ' 31 January 1944'], '13th U-boat Flotilla': ['1 February ', ' 3 April 1944']}"
U-289,1943,VIIC,,0,0,0,0,0,0,0,0,0,0,Sunk,31 May 1944,HMS Milne,https://en.wikipedia.org/wiki/German_submarine_U-289,1943-07-10,2,,"{'8th U-boat Flotilla': ['10 July 1943 ', ' 31 March 1944'], '3rd U-boat Flotilla': ['1 April ', ' 1 May 1944'], '13th U-boat Flotilla': ['1 ', ' 31 May 1944']}"
U-290,1943,VIIC,,0,0,0,0,0,0,0,0,0,0,Scuttled,5 May 1945,,https://en.wikipedia.org/wiki/German_submarine_U-290,1943-07-24,3,,"{'8th U-boat Flotilla': ['28 August 1944 ', ' 15 February 1945'], '6th U-boat Flotilla': ['1 May ', ' 31 July 1944'], '11th U-boat Flotilla': ['1 ', ' 27 August 1944'], '4th U-boat Flotilla': ['16 February ', ' 5 May 1945']}"
U-291,1943,VIIC,,0,0,0,0,0,0,0,0,0,0,Surrendered,5 May 1945,Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-291,1943-08-04,0,,"{'21st U-boat Flotilla': ['1 July 1944 ', ' 28 February 1945'], '23rd U-boat Flotilla': ['1 September 1943 ', ' 1 July 1944'], '31st U-boat Flotilla': ['1 March ', ' 5 May 1945']}"
U-292,1943,VIIC/41,,0,0,0,0,0,0,0,0,0,0,Sunk,27 May 1944,RAF Liberator,https://en.wikipedia.org/wiki/German_submarine_U-292,1943-08-25,1,,"{'8th U-boat Flotilla': ['25 August 1943 ', ' 30 April 1944'], '1st U-boat Flotilla': ['1 ', ' 27 May 1944']}"
U-293,1943,VIIC/41,,0,0,1,"1,658",0,0,0,0,0,0,Surrendered,11 May 1945,Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-293,1943-09-08,6,,"{'8th U-boat Flotilla': ['8 September 1943 ', ' 1 April 1944'], '9th U-boat Flotilla': ['1 April ', ' 31 July 1944'], '11th U-boat Flotilla': ['1 August ', ' 4 September 1944'], '13th U-boat Flotilla': ['5 September 1944 ', ' 8 May 1945']}"
U-294,1943,VIIC/41,,0,0,0,0,0,0,0,0,0,0,Surrendered,9 May 1945,Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-294,1943-10-04,5,,"{'8th U-boat Flotilla': ['4 October 1943 ', ' 31 July 1944'], '11th U-boat Flotilla': ['1 August ', ' 5 November 1944'], '13th U-boat Flotilla': ['6 November ', ' 28 February 1945'], '14th U-boat Flotilla': ['1 March ', ' 8 May 1945']}"
U-295,1943,VIIC/41,,0,0,1,"1,150",0,0,0,0,0,0,Surrendered,9 May 1945,Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-295,1943-10-20,6,,"{'8th U-boat Flotilla': ['20 October 1943 ', ' 31 July 1944'], '11th U-boat Flotilla': ['1 August ', ' 30 September 1944'], '13th U-boat Flotilla': ['1 October 1944 ', ' 31 March 1945'], '14th U-boat Flotilla': ['1 April ', ' 8 May 1945']}"
U-296,1943,VIIC/41,,0,0,0,0,0,0,0,0,0,0,Sunk,12 March 1945,Struck a mine,https://en.wikipedia.org/wiki/German_submarine_U-296,1943-11-03,3,,"{'8th U-boat Flotilla': ['3 November 1943 ', ' 31 July 1944'], '9th U-boat Flotilla': ['1 August ', ' 30 September 1944'], '11th U-boat Flotilla': ['1 October 1944 ', ' 12 March 1945']}"
U-297,1943,VIIC/41,,0,0,0,0,0,0,0,0,0,0,Sunk,6 December 1944,RAF Sunderland,https://en.wikipedia.org/wiki/German_submarine_U-297,1943-11-17,1,,"{'8th U-boat Flotilla': ['17 November 1943 ', ' 31 October 1944'], '11th U-boat Flotilla': ['1 November ', ' 6 December 1944']}"
U-298,1943,VIIC/41,,0,0,0,0,0,0,0,0,0,0,Surrendered,9 May 1945,Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-298,1943-12-01,0,,"{'8th U-boat Flotilla': ['1 December 1943 ', ' 17 July 1944']}"
U-299,1943,VIIC/41,,0,0,0,0,0,0,0,0,0,0,Surrendered,9 May 1945,Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-299,1943-12-15,6,,"{'8th U-boat Flotilla': ['15 December 1943 ', ' 31 July 1944'], '11th U-boat Flotilla': ['1 August ', ' 4 November 1944'], '13th U-boat Flotilla': ['5 November 1944 ', ' 28 February 1945'], '14th U-boat Flotilla': ['1 March ', ' 8 May 1945']}"
U-300,1943,VIIC/41,,0,0,0,0,2,"7,559",1,"7,176",1,"9,551",Sunk,22 February 1945,"HMS Recruit, HMS Pincher and HMS Evadne",https://en.wikipedia.org/wiki/German_submarine_U-300,1943-12-29,3,,"{'8th U-boat Flotilla': ['29 December 1943 ', ' 31 July 1944'], '7th U-boat Flotilla': ['1 August ', ' 30 September 1944'], '11th U-boat Flotilla': ['1 October 1944 ', ' 22 February 1945']}"
U-301,1942,VIIC,,0,0,0,0,0,0,0,0,0,0,Sunk,21 January 1943,British sub HMS Sahib,https://en.wikipedia.org/wiki/German_submarine_U-301,1942-05-09,3,,"{'5th U-boat Flotilla': ['9 May ', ' 30 September 1942'], '1st U-boat Flotilla': ['1 October ', ' 31 December 1942'], '29th U-boat Flotilla': ['1 ', ' 21 January 1943']}"
U-302,1942,VIIC,,0,0,0,0,3,"12,697",0,0,0,0,Sunk,6 April 1944,HMS Swale,https://en.wikipedia.org/wiki/German_submarine_U-302,1942-06-16,8,,"{'8th U-boat Flotilla': ['16 June ', ' 30 November 1942'], '11th U-boat Flotilla': ['1 December 1942 ', ' 31 May 1943'], '13th U-boat Flotilla': ['1 June ', ' 31 October 1943'], '9th U-boat Flotilla': ['1 November 1943 ', ' 6 April 1944']}"
U-303,1942,VIIC,,0,0,0,0,1,"4,959",0,0,0,0,Sunk,21 May 1943,British sub HMS Sickle,https://en.wikipedia.org/wiki/German_submarine_U-303,1942-07-07,2,,"{'8th U-boat Flotilla': ['7 July ', ' 31 December 1942'], '7th U-boat Flotilla': ['1 January ', ' 31 March 1943'], '29th U-boat Flotilla': ['1 April ', ' 21 May 1943']}"
U-304,1942,VIIC,,0,0,0,0,0,0,0,0,0,0,Sunk,28 May 1943,RAF Liberator,https://en.wikipedia.org/wiki/German_submarine_U-304,1942-08-05,1,"{'Without name': ['7', '10 May 1943'], 'Isar': ['10', '15 May 1943'], 'Donau I\xa0[de]': ['15', '26 May 1943']}","{'8th U-boat Flotilla': ['5 August 1942 ', ' 31 March 1943'], '1st U-boat Flotilla': ['1 April ', ' 28 May 1943']}"
U-305,1942,VIIC,,2,"2,560",0,0,2,"13,045",0,0,0,0,Sunk,16 January 1944,Accident,https://en.wikipedia.org/wiki/German_submarine_U-305,1942-09-17,4,"{'Stürmer': ['11', '20 March 1943'], 'Seewolf': ['21', '30 March 1943'], 'Mosel': ['19', '23 May 1943'], 'Leuthen': ['15', '24 September 1943'], 'Rossbach': ['25 September', '5 October 1943'], 'Borkum': ['18 December 1943', '3 January 1944'], 'Borkum 1': ['3', '13 January 1944'], 'Rügen': ['13', '16 January 1944']}","{'8th U-boat Flotilla': ['17 September 1942 ', ' 28 February 1943'], '1st U-boat Flotilla': ['1 March 1943 ', ' 16 January 1944']}"
U-306,1942,VIIC,,0,0,0,0,1,"10,218",2,"11,195",0,0,Sunk,31 October 1943,HMS Whitehall & HMS Geranium,https://en.wikipedia.org/wiki/German_submarine_U-306,1942-10-21,5,,"{'8th U-boat Flotilla': ['21 October 1942 ', ' 28 February 1943'], '1st U-boat Flotilla': ['1 March ', ' 31 October 1943']}"
U-307,1942,VIIC,,0,0,0,0,2,"7,226",0,0,0,0,Sunk,29 April 1945,HMS Loch Insh,https://en.wikipedia.org/wiki/German_submarine_U-307,1942-11-18,13,"{'Wiking': ['5 September', '8 October 1943'], 'Monsun': ['3 October', '23 November 1943'], 'Eisenbart': ['28 October', '8 December 1943'], 'Boreas': ['28 February', '10 March 1944'], 'Thor': ['17', '26 March 1944'], 'Donner': ['17', '20 April 1944'], 'Donner & Keil': ['20 April', '3 May 1944'], 'Grimm': ['31 May - 6 June 1944'], 'Trutz': ['8 June', '10 July 1944'], 'Rasmus': ['6', '13 February 1945'], 'Hagen': ['13', '21 March 1945'], 'Faust': ['21', '29 April 1945']}","{'8th U-boat Flotilla': ['18 November 1942 ', ' 30 April 1943'], '11th U-boat Flotilla': ['1 May ', ' 31 October 1943'], '13th U-boat Flotilla': ['1 November 1943 ', ' 29 April 1945']}"
U-308,1942,VIIC,,0,0,0,0,0,0,0,0,0,0,Sunk,4 June 1943,British sub HMS Truculent,https://en.wikipedia.org/wiki/German_submarine_U-308,1942-12-23,1,,"{'8th U-boat Flotilla': ['23 December 1942 ', ' 31 May 1943'], '6th U-boat Flotilla': ['1 ', ' 4 June 1943']}"
U-309,1942,VIIC,,0,0,0,0,0,0,0,0,1,"7,219",Sunk,16 February 1945,HMCS Saint John,https://en.wikipedia.org/wiki/German_submarine_U-309,1943-01-27,9,"{'Rossbach': ['6', '9 October 1943'], 'Schlieffen': ['14', '22 October 1943'], 'Siegfried': ['22', '26 October 1943'], 'Rügen 7': ['28 December 1943 - 2 January 1944'], 'Rügen 6': ['2', '7 January 1944'], 'Rügen': ['7', '26 January 1944'], 'Stürmer': ['26 January - 3 February 1944']}","{'8th U-boat Flotilla': ['27 January ', ' 31 July 1943'], '11th U-boat Flotilla': ['1 August ', ' 31 October 1943'], '9th U-boat Flotilla': ['1 November 1943 ', ' 1 October 1944'], '33rd U-boat Flotilla': ['1 October 1944 ', ' 16 February 1945']}"
U-310,1943,VIIC,,0,0,0,0,2,"14,395",0,0,0,0,Surrendered,9 May 1945,Scrapped in Norway 1947,https://en.wikipedia.org/wiki/German_submarine_U-310,1943-02-24,6,,"{'8th U-boat Flotilla': ['24 February 1943 ', ' 31 July 1944'], '7th U-boat Flotilla': ['1 August ', ' 4 September 1944'], '13th U-boat Flotilla': ['5 September 1944 ', ' 8 May 1945']}"
U-311,1943,VIIC,,0,0,0,0,1,"10,342",0,0,0,0,Sunk,22 April 1944,HMCS Matane and HMCS Swansea,https://en.wikipedia.org/wiki/German_submarine_U-311,1943-03-23,2,"{'Coronel': ['7', '8 December 1943'], 'Coronel 1': ['8', '14 December 1943'], 'Coronel 2': ['14', '17 December 1943'], 'Amrum': ['18', '23 December 1943'], 'Rügen 5': ['23 December 1943', '2 January 1944'], 'Rügen 4': ['2', '7 January 1944'], 'Rügen': ['7', '19 January 1944'], 'Preussen\xa0[de]': ['19', '22 March 1944']}","{'8th U-boat Flotilla': ['23 March ', ' 30 November 1943'], '1st U-boat Flotilla': ['1 December 1943 ', ' 22 April 1944']}"
U-312,1943,VIIC,,0,0,0,0,0,0,0,0,0,0,Surrendered,9 May 1945,Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-312,1943-04-21,8,,"{'8th U-boat Flotilla': ['21 April ', ' 30 November 1943'], '6th U-boat Flotilla': ['1 ', ' 31 December 1943'], '11th U-boat Flotilla': ['1 January ', ' 31 August 1944'], '13th U-boat Flotilla': ['1 September 1944 ', ' 8 May 1945']}"
U-313,1943,VIIC,,0,0,0,0,0,0,0,0,0,0,Surrendered,9 May 1945,Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-313,1943-05-20,12,,"{'8th U-boat Flotilla': ['20 May ', ' 31 December 1943'], '11th U-boat Flotilla': ['1 January ', ' 14 September 1944'], '13th U-boat Flotilla': ['15 September 1944 ', ' 8 May 1945']}"
U-314,1943,VIIC,,0,0,0,0,0,0,0,0,0,0,Sunk,30 January 1944,HMS Whitehall & HMS Meteor,https://en.wikipedia.org/wiki/German_submarine_U-314,1943-06-10,2,"{'Eisenbart': ['24 December 1943 - 5 January 1944'], 'Isegrim': ['25', '27 January 1944'], 'Werwolf': ['27', '30 January 1944']}","{'8th U-boat Flotilla': ['10 June ', ' 31 December 1943'], '11th U-boat Flotilla': ['1 ', ' 30 January 1944']}"
U-315,1943,VIIC,,1,"1,370",0,0,1,"6,996",0,0,0,0,Surrendered,9 May 1945,Scrapped in Norway 1947,https://en.wikipedia.org/wiki/German_submarine_U-315,1943-07-10,11,,"{'8th U-boat Flotilla': ['10 July 1943 ', ' 28 February 1944'], '11th U-boat Flotilla': ['1 March ', ' 14 September 1944'], '13th U-boat Flotilla': ['15 September 1944 ', ' 8 May 1945']}"
U-316,1943,VIIC,Hermann Stuckmann,0,0,0,0,0,0,0,0,0,0,Scuttled,2 May 1945,Training boat,https://en.wikipedia.org/wiki/German_submarine_U-316,1943-08-05,0,,"{'22nd U-boat Flotilla': ['5 ', ' 31 August 1943'], '23rd U-boat Flotilla': ['1 September 1943 ', ' 19 February 1945'], '31st U-boat Flotilla': ['20 February ', ' 2 May 1945']}"
U-317,1943,VIIC/41,,0,0,0,0,0,0,0,0,0,0,Sunk,26 June 1944,RAF Liberator,https://en.wikipedia.org/wiki/German_submarine_U-317,1943-10-23,2,,"{'4th U-boat Flotilla': ['23 October 1943 ', ' 31 May 1944'], '9th U-boat Flotilla': ['1 ', ' 26 June 1944']}"
U-318,1943,VIIC/41,,0,0,0,0,0,0,0,0,0,0,Surrendered,9 May 1945,Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-318,1943-11-13,6,,"{'4th U-boat Flotilla': ['13 November 1943 ', ' 31 July 1944'], '11th U-boat Flotilla': ['1 August ', ' 4 November 1944'], '13th U-boat Flotilla': ['5 November 1944 ', ' 28 February 1945'], '14th U-boat Flotilla': ['1 March ', ' 8 May 1945']}"
U-319,1943,VIIC/41,,0,0,0,0,0,0,0,0,0,0,Sunk,15 July 1944,RAF Liberator,https://en.wikipedia.org/wiki/German_submarine_U-319,1943-12-04,1,,"{'4th U-boat Flotilla': ['4 December 1943 ', ' 15 July 1944']}"
